Player,team,Age,Pos,dominant_hand,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,TB,GIDP,SH,SF,IBB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,WAR,Awards
Mason McCoy,padres,29.0,SS,Right,19.0,57.0,49.0,7.0,10.0,2.0,0.0,0.0,3.0,1.0,0.0,5.0,19.0,0.0,12.0,2.0,3.0,0.0,0.0,0.204,0.278,0.245,0.523,49.0,0.24,38.0,-0.1,
Eguy Rosario,padres,24.0,3B,Right,30.0,57.0,53.0,5.0,13.0,6.0,0.0,3.0,6.0,0.0,0.0,2.0,20.0,1.0,28.0,1.0,1.0,0.0,0.0,0.245,0.286,0.528,0.814,121.0,0.339,116.0,0.3,
Graham Pauley,padres,23.0,CI,Left,13.0,32.0,32.0,4.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,15.0,0.0,10.0,1.0,0.0,0.0,0.0,0.125,0.125,0.313,0.438,17.0,0.179,0.0,-0.4,
Elias Díaz,padres,33.0,C,Right,12.0,24.0,21.0,1.0,4.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,5.0,0.0,9.0,2.0,0.0,0.0,0.0,0.19,0.292,0.429,0.72,99.0,0.349,123.0,0.1,
Brett Sullivan,padres,30.0,UT,Left,7.0,17.0,16.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.188,0.235,0.375,0.61,67.0,0.253,54.0,0.0,
Brandon Lockridge,padres,27.0,OF,Right,12.0,12.0,12.0,4.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.167,0.167,0.417,0.583,56.0,0.275,42.0,0.0,
Nick Ahmed,padres,34.0,MI,Right,2.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.143,0.143,0.143,0.286,-19.0,0.128,-38.0,-0.2,
Matthew Batten,padres,29.0,1B,Right,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.333,0.333,1.0,1.333,253.0,0.523,250.0,0.1,
Jhony Brito,padres,26.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Team Totals,padres,,,Right,162.0,6103.0,5526.0,760.0,1456.0,259.0,18.0,190.0,726.0,120.0,28.0,458.0,1077.0,56.0,2321.0,133.0,28.0,31.0,18.0,0.263,0.324,0.42,0.745,107.0,0.329,107.0,21.3,
Patrick Bailey,giants,25.0,C,Both,121.0,448.0,401.0,46.0,94.0,16.0,1.0,8.0,46.0,4.0,0.0,39.0,100.0,0.0,136.0,10.0,1.0,7.0,0.0,0.234,0.298,0.339,0.637,83.0,0.286,84.0,1.8,GG
LaMonte Wade Jr.,giants,30.0,1B,Left,117.0,401.0,331.0,45.0,86.0,16.0,0.0,8.0,34.0,2.0,1.0,62.0,90.0,4.0,126.0,2.0,1.0,3.0,5.0,0.26,0.38,0.381,0.761,120.0,0.337,122.0,2.1,
Thairo Estrada,giants,28.0,2B,Right,96.0,381.0,364.0,43.0,79.0,15.0,2.0,9.0,47.0,2.0,2.0,10.0,76.0,5.0,125.0,8.0,0.0,2.0,0.0,0.217,0.247,0.343,0.59,68.0,0.263,69.0,-0.5,
Tyler Fitzgerald,giants,26.0,SS,Right,96.0,341.0,314.0,53.0,88.0,19.0,2.0,15.0,34.0,17.0,4.0,22.0,108.0,4.0,156.0,2.0,0.0,1.0,0.0,0.28,0.334,0.497,0.831,135.0,0.367,140.0,2.8,
Matt Chapman,giants,31.0,3B,Right,154.0,647.0,575.0,98.0,142.0,39.0,2.0,27.0,78.0,15.0,2.0,64.0,158.0,6.0,266.0,13.0,0.0,2.0,3.0,0.247,0.328,0.463,0.79,124.0,0.351,129.0,7.1,MVP-11GG
Michael Conforto,giants,31.0,LF,Left,130.0,488.0,438.0,56.0,104.0,27.0,3.0,20.0,66.0,0.0,1.0,42.0,118.0,5.0,197.0,16.0,0.0,3.0,1.0,0.237,0.309,0.45,0.759,115.0,0.326,115.0,1.3,
Heliot Ramos,giants,24.0,CF,Right,121.0,518.0,475.0,54.0,128.0,23.0,3.0,22.0,72.0,6.0,1.0,37.0,135.0,2.0,223.0,12.0,0.0,4.0,2.0,0.269,0.322,0.469,0.792,124.0,0.349,129.0,2.3,AS
Mike Yastrzemski,giants,33.0,RF,Left,140.0,474.0,428.0,60.0,99.0,16.0,9.0,18.0,57.0,3.0,2.0,38.0,124.0,6.0,187.0,5.0,1.0,1.0,1.0,0.231,0.302,0.437,0.739,110.0,0.317,108.0,2.1,
Jorge Soler,giants,32.0,DH,Right,93.0,392.0,341.0,57.0,82.0,23.0,1.0,12.0,40.0,1.0,0.0,44.0,97.0,3.0,143.0,9.0,0.0,3.0,0.0,0.24,0.33,0.419,0.749,114.0,0.334,119.0,1.0,
Brett Wisely,giants,25.0,MI,Left,91.0,272.0,252.0,25.0,60.0,13.0,1.0,4.0,31.0,2.0,3.0,13.0,65.0,2.0,87.0,3.0,2.0,3.0,0.0,0.238,0.278,0.345,0.623,78.0,0.271,77.0,0.5,
Wilmer Flores,giants,32.0,1B,Right,71.0,242.0,214.0,19.0,44.0,12.0,0.0,4.0,26.0,0.0,0.0,20.0,33.0,3.0,68.0,5.0,0.0,5.0,1.0,0.206,0.277,0.318,0.595,71.0,0.274,76.0,-0.6,
Nick Ahmed,giants,34.0,SS,Right,52.0,172.0,155.0,13.0,36.0,6.0,1.0,1.0,15.0,1.0,1.0,10.0,35.0,1.0,47.0,6.0,3.0,3.0,0.0,0.232,0.278,0.303,0.581,68.0,0.263,69.0,-0.1,
Jung Hoo Lee,giants,25.0,CF,Left,37.0,158.0,145.0,15.0,38.0,4.0,0.0,2.0,8.0,2.0,3.0,10.0,13.0,1.0,48.0,2.0,0.0,2.0,0.0,0.262,0.31,0.331,0.641,85.0,0.287,91.0,0.1,
Luis Matos,giants,22.0,OF,Right,45.0,156.0,150.0,14.0,32.0,5.0,0.0,5.0,25.0,0.0,0.0,5.0,24.0,0.0,52.0,5.0,0.0,1.0,1.0,0.213,0.237,0.347,0.584,65.0,0.269,73.0,-0.2,
Grant McCray,giants,23.0,CF,Left,37.0,130.0,124.0,13.0,25.0,3.0,2.0,5.0,10.0,5.0,0.0,6.0,56.0,0.0,47.0,3.0,0.0,0.0,0.0,0.202,0.238,0.379,0.617,74.0,0.285,78.0,0.0,
Curt Casali,giants,35.0,C,Right,41.0,125.0,108.0,12.0,21.0,3.0,0.0,1.0,8.0,0.0,0.0,13.0,22.0,2.0,27.0,3.0,2.0,0.0,0.0,0.194,0.293,0.25,0.543,59.0,0.27,73.0,0.3,
Jerar Encarnación,giants,26.0,DH,Right,35.0,119.0,113.0,13.0,28.0,5.0,0.0,5.0,19.0,1.0,0.0,5.0,34.0,0.0,48.0,0.0,0.0,1.0,0.0,0.248,0.277,0.425,0.702,98.0,0.301,94.0,0.1,
Casey Schmitt,giants,25.0,IF,Right,40.0,113.0,107.0,11.0,27.0,4.0,1.0,6.0,16.0,0.0,0.0,4.0,25.0,1.0,51.0,2.0,0.0,1.0,0.0,0.252,0.283,0.477,0.76,113.0,0.321,110.0,0.2,
Austin Slater,giants,31.0,RF,Right,43.0,112.0,90.0,12.0,18.0,1.0,0.0,1.0,9.0,2.0,1.0,16.0,31.0,3.0,22.0,3.0,0.0,3.0,0.0,0.2,0.33,0.244,0.575,70.0,0.28,81.0,-0.3,
Mark Canha,giants,35.0,1B,Right,32.0,85.0,73.0,4.0,21.0,3.0,0.0,0.0,4.0,3.0,0.0,9.0,17.0,2.0,24.0,1.0,0.0,1.0,0.0,0.288,0.376,0.329,0.705,106.0,0.326,108.0,0.0,
Marco Luciano,giants,22.0,MI,Right,27.0,81.0,76.0,10.0,16.0,5.0,1.0,0.0,3.0,0.0,1.0,5.0,28.0,0.0,23.0,1.0,0.0,0.0,0.0,0.211,0.259,0.303,0.562,61.0,0.275,82.0,-0.4,
Blake Sabol,giants,26.0,C,Left,11.0,38.0,32.0,3.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,1.0,12.0,0.0,0.0,0.0,1.0,0.313,0.421,0.375,0.796,132.0,0.35,132.0,0.3,
Tom Murphy,giants,33.0,C,Right,13.0,38.0,34.0,3.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.118,0.211,0.235,0.446,28.0,0.206,27.0,-0.4,
David Villar,giants,27.0,1B,Right,11.0,37.0,35.0,3.0,9.0,4.0,0.0,1.0,4.0,0.0,0.0,1.0,13.0,0.0,16.0,0.0,0.0,1.0,0.0,0.257,0.27,0.457,0.727,104.0,0.302,96.0,0.0,
Trenton Brooks,giants,28.0,1B,Left,12.0,29.0,25.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,0.12,0.241,0.12,0.361,9.0,0.193,12.0,-0.2,
Donovan Walton,giants,30.0,2B,Left,9.0,25.0,22.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,7.0,1.0,6.0,2.0,0.0,0.0,0.0,0.136,0.24,0.273,0.513,47.0,0.236,49.0,0.0,
Jakson Reetz,giants,28.0,C,Right,6.0,15.0,14.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,6.0,1.0,0.0,0.0,0.0,0.143,0.2,0.429,0.629,74.0,0.263,69.0,-0.2,
Derek Hill,giants,28.0,OF,Right,5.0,13.0,12.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.25,0.308,0.417,0.724,106.0,0.304,98.0,-0.1,
Ryan McKenna,giants,27.0,OF,Right,4.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.041,-119.0,0.0,
Andrew Knapp,giants,32.0,C,Both,3.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.167,0.167,0.167,0.333,-3.0,0.133,-25.0,-0.1,
Team Totals,giants,,,Right,162.0,6062.0,5460.0,693.0,1303.0,266.0,30.0,177.0,661.0,68.0,22.0,492.0,1452.0,52.0,2160.0,115.0,10.0,47.0,15.0,0.239,0.305,0.396,0.701,100.0,0.311,103.0,19.0,
Cal Raleigh,mariners,27.0,C,Both,153.0,628.0,546.0,73.0,120.0,16.0,0.0,34.0,100.0,6.0,1.0,70.0,176.0,6.0,238.0,7.0,0.0,6.0,4.0,0.22,0.312,0.436,0.748,118.0,0.324,117.0,4.7,MVP-12GG
Ty France,mariners,29.0,1B,Right,88.0,340.0,300.0,28.0,67.0,14.0,0.0,8.0,31.0,0.0,1.0,28.0,83.0,11.0,105.0,11.0,0.0,1.0,0.0,0.223,0.312,0.35,0.662,96.0,0.3,102.0,-0.2,
Jorge Polanco,mariners,30.0,2B,Both,118.0,469.0,417.0,43.0,89.0,11.0,0.0,16.0,45.0,4.0,2.0,46.0,137.0,4.0,148.0,16.0,0.0,2.0,3.0,0.213,0.296,0.355,0.651,92.0,0.294,96.0,1.3,
J.P. Crawford,mariners,29.0,SS,Left,105.0,451.0,392.0,55.0,79.0,16.0,2.0,9.0,37.0,5.0,0.0,52.0,102.0,6.0,126.0,4.0,0.0,1.0,0.0,0.202,0.304,0.321,0.625,85.0,0.286,89.0,2.7,
Josh Rojas,mariners,30.0,3B,Left,142.0,476.0,422.0,48.0,95.0,19.0,2.0,8.0,31.0,10.0,4.0,46.0,108.0,3.0,142.0,6.0,1.0,2.0,1.0,0.225,0.304,0.336,0.641,90.0,0.289,92.0,2.2,
Randy Arozarena,mariners,29.0,LF,Right,54.0,239.0,199.0,32.0,46.0,14.0,0.0,5.0,23.0,4.0,3.0,28.0,68.0,11.0,75.0,4.0,0.0,1.0,0.0,0.231,0.356,0.377,0.733,117.0,0.334,127.0,1.0,
Julio Rodríguez,mariners,23.0,CF,Right,143.0,613.0,567.0,76.0,155.0,17.0,0.0,20.0,68.0,24.0,5.0,38.0,156.0,6.0,232.0,10.0,0.0,2.0,1.0,0.273,0.325,0.409,0.734,115.0,0.334,121.0,4.3,
Mitch Haniger,mariners,33.0,RF,Right,121.0,423.0,380.0,42.0,79.0,12.0,0.0,12.0,44.0,0.0,0.0,40.0,126.0,2.0,127.0,10.0,0.0,1.0,0.0,0.208,0.286,0.334,0.62,83.0,0.281,87.0,-0.2,
Mitch Garver,mariners,33.0,DH,Right,114.0,430.0,367.0,37.0,63.0,17.0,0.0,15.0,51.0,0.0,0.0,53.0,133.0,7.0,125.0,9.0,0.0,3.0,0.0,0.172,0.286,0.341,0.627,85.0,0.282,88.0,-0.1,
Luke Raley,mariners,29.0,UT,Left,137.0,455.0,404.0,58.0,98.0,19.0,2.0,22.0,58.0,11.0,2.0,27.0,135.0,20.0,187.0,2.0,2.0,2.0,0.0,0.243,0.32,0.463,0.783,128.0,0.346,131.0,3.2,
Dylan Moore,mariners,31.0,UT,Right,135.0,441.0,368.0,53.0,74.0,23.0,4.0,10.0,42.0,32.0,6.0,53.0,123.0,14.0,135.0,8.0,1.0,5.0,1.0,0.201,0.32,0.367,0.687,103.0,0.322,109.0,2.2,GG
Víctor Robles,mariners,27.0,OF,Right,77.0,262.0,229.0,41.0,75.0,20.0,0.0,4.0,26.0,30.0,1.0,16.0,44.0,10.0,107.0,2.0,5.0,2.0,0.0,0.328,0.393,0.467,0.86,153.0,0.4,155.0,3.1,
Justin Turner,mariners,39.0,1B,Right,48.0,190.0,159.0,22.0,42.0,7.0,0.0,5.0,24.0,0.0,0.0,20.0,35.0,7.0,64.0,1.0,0.0,4.0,2.0,0.264,0.363,0.403,0.766,127.0,0.341,130.0,1.2,
Dominic Canzone,mariners,26.0,RF,Left,67.0,188.0,168.0,20.0,33.0,7.0,0.0,8.0,17.0,1.0,0.0,18.0,53.0,0.0,64.0,5.0,0.0,2.0,2.0,0.196,0.271,0.381,0.652,90.0,0.29,92.0,0.2,
Luis Urías,mariners,27.0,3B,Right,41.0,109.0,94.0,11.0,18.0,7.0,0.0,4.0,16.0,0.0,0.0,9.0,34.0,6.0,37.0,2.0,0.0,0.0,0.0,0.191,0.303,0.394,0.696,104.0,0.307,106.0,0.4,
Leo Rivas,mariners,26.0,SS,Both,43.0,86.0,73.0,10.0,17.0,1.0,1.0,0.0,8.0,3.0,0.0,10.0,24.0,1.0,20.0,1.0,2.0,0.0,0.0,0.233,0.333,0.274,0.607,83.0,0.29,87.0,0.3,
Ryan Bliss,mariners,24.0,2B,Right,33.0,71.0,63.0,10.0,14.0,3.0,1.0,2.0,9.0,5.0,3.0,5.0,22.0,1.0,25.0,1.0,2.0,0.0,0.0,0.222,0.29,0.397,0.687,101.0,0.292,98.0,0.4,
Tyler Locklear,mariners,23.0,1B,Right,16.0,49.0,45.0,3.0,7.0,1.0,0.0,2.0,3.0,1.0,0.0,3.0,20.0,1.0,14.0,3.0,0.0,0.0,0.0,0.156,0.224,0.311,0.536,56.0,0.241,55.0,-0.3,
Seby Zavala,mariners,30.0,C,Right,18.0,43.0,39.0,4.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,16.0,0.0,11.0,2.0,1.0,0.0,0.0,0.154,0.214,0.282,0.496,45.0,0.221,43.0,-0.3,
Jonatan Clase,mariners,22.0,LF,Both,19.0,43.0,41.0,4.0,8.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,14.0,0.0,9.0,1.0,0.0,0.0,0.0,0.195,0.233,0.22,0.452,35.0,0.221,32.0,-0.2,
Jason Vosler,mariners,30.0,UT,Left,10.0,30.0,28.0,2.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.179,0.233,0.286,0.519,53.0,0.229,50.0,-0.1,
Sam Haggerty,mariners,30.0,OF,Both,8.0,16.0,15.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.067,0.125,0.067,0.192,-41.0,0.114,-43.0,-0.3,
Cade Marlowe,mariners,27.0,OF,Left,8.0,9.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.25,0.333,0.25,0.583,77.0,0.275,82.0,0.0,
Samad Taylor,mariners,25.0,OF,Right,3.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,138.0,0.338,128.0,0.1,
Luis Castillo,mariners,31.0,P,Right,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-118.0,0.0,
Ryne Stanek,mariners,32.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Trent Thornton,mariners,30.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Austin Voth,mariners,32.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Mike Baumann,mariners,28.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Team Totals,mariners,,,Right,162.0,6067.0,5330.0,676.0,1195.0,228.0,13.0,185.0,642.0,140.0,28.0,571.0,1625.0,116.0,2004.0,106.0,14.0,34.0,14.0,0.224,0.311,0.376,0.687,102.0,0.31,106.0,25.6,
Pedro Pagés,cardinals,25.0,C,Right,68.0,218.0,202.0,19.0,48.0,3.0,2.0,7.0,27.0,2.0,0.0,13.0,58.0,0.0,76.0,7.0,1.0,2.0,0.0,0.238,0.281,0.376,0.657,84.0,0.287,76.0,0.8,
Paul Goldschmidt,cardinals,36.0,1B,Right,154.0,654.0,599.0,70.0,147.0,33.0,1.0,22.0,65.0,11.0,0.0,47.0,173.0,2.0,248.0,20.0,0.0,2.0,2.0,0.245,0.302,0.414,0.716,100.0,0.326,104.0,1.3,
Nolan Gorman,cardinals,24.0,2B,Left,107.0,402.0,365.0,42.0,74.0,15.0,0.0,19.0,50.0,6.0,1.0,34.0,151.0,1.0,146.0,2.0,0.0,2.0,1.0,0.203,0.271,0.4,0.671,87.0,0.291,79.0,0.3,
Masyn Winn,cardinals,22.0,SS,Right,150.0,637.0,587.0,85.0,157.0,32.0,5.0,15.0,57.0,11.0,5.0,41.0,109.0,1.0,244.0,1.0,3.0,5.0,1.0,0.267,0.314,0.416,0.73,104.0,0.317,100.0,4.9,
Nolan Arenado,cardinals,33.0,3B,Right,152.0,635.0,578.0,70.0,157.0,23.0,0.0,16.0,71.0,2.0,2.0,44.0,92.0,5.0,228.0,15.0,0.0,7.0,2.0,0.272,0.325,0.394,0.719,102.0,0.315,99.0,2.5,
Brendan Donovan,cardinals,27.0,LF,Left,153.0,652.0,587.0,65.0,163.0,34.0,3.0,14.0,73.0,5.0,5.0,47.0,81.0,13.0,245.0,4.0,0.0,5.0,0.0,0.278,0.342,0.417,0.759,114.0,0.332,112.0,2.6,
Michael Siani,cardinals,24.0,CF,Left,124.0,334.0,298.0,42.0,68.0,7.0,2.0,2.0,20.0,20.0,3.0,21.0,92.0,3.0,85.0,2.0,11.0,1.0,0.0,0.228,0.285,0.285,0.57,62.0,0.265,54.0,0.7,
Lars Nootbaar,cardinals,26.0,RF,Left,109.0,405.0,348.0,39.0,85.0,18.0,3.0,12.0,45.0,7.0,3.0,52.0,79.0,1.0,145.0,10.0,1.0,3.0,2.0,0.244,0.342,0.417,0.758,113.0,0.334,112.0,1.5,
Alec Burleson,cardinals,25.0,DH,Left,152.0,595.0,547.0,71.0,147.0,20.0,0.0,21.0,78.0,9.0,4.0,35.0,76.0,4.0,230.0,8.0,1.0,6.0,0.0,0.269,0.314,0.42,0.735,105.0,0.325,105.0,1.2,
Willson Contreras,cardinals,32.0,C,Right,84.0,358.0,301.0,48.0,79.0,17.0,0.0,15.0,36.0,4.0,1.0,45.0,96.0,12.0,141.0,7.0,0.0,0.0,2.0,0.262,0.38,0.468,0.848,138.0,0.37,137.0,3.0,
Iván Herrera,cardinals,24.0,C,Right,72.0,259.0,229.0,37.0,69.0,12.0,1.0,5.0,27.0,5.0,0.0,25.0,53.0,2.0,98.0,3.0,0.0,2.0,0.0,0.301,0.372,0.428,0.8,126.0,0.362,129.0,1.7,
Jordan Walker,cardinals,22.0,RF,Right,51.0,178.0,164.0,16.0,33.0,10.0,1.0,5.0,20.0,1.0,0.0,10.0,50.0,2.0,60.0,4.0,0.0,2.0,0.0,0.201,0.253,0.366,0.619,72.0,0.267,63.0,-0.9,
Matt Carpenter,cardinals,38.0,DH,Left,59.0,157.0,137.0,15.0,32.0,7.0,0.0,4.0,15.0,0.0,2.0,15.0,51.0,2.0,51.0,0.0,0.0,2.0,0.0,0.234,0.314,0.372,0.686,93.0,0.301,93.0,-0.1,
Victor Scott II,cardinals,23.0,CF,Left,53.0,155.0,145.0,14.0,26.0,9.0,0.0,2.0,10.0,5.0,1.0,6.0,42.0,2.0,41.0,0.0,0.0,2.0,0.0,0.179,0.219,0.283,0.502,41.0,0.235,38.0,-0.5,
Dylan Carlson,cardinals,25.0,OF,Both,59.0,138.0,121.0,12.0,24.0,5.0,0.0,0.0,11.0,0.0,1.0,12.0,37.0,2.0,29.0,2.0,0.0,3.0,0.0,0.198,0.275,0.24,0.515,48.0,0.233,42.0,-1.0,
Brandon Crawford,cardinals,37.0,IF,Left,28.0,80.0,71.0,5.0,12.0,5.0,0.0,1.0,4.0,0.0,0.0,8.0,26.0,1.0,20.0,0.0,0.0,0.0,0.0,0.169,0.263,0.282,0.544,54.0,0.247,49.0,-0.2,
José Fermín,cardinals,25.0,IF,Right,45.0,79.0,71.0,7.0,11.0,1.0,1.0,0.0,4.0,2.0,1.0,7.0,11.0,1.0,14.0,3.0,0.0,0.0,0.0,0.155,0.241,0.197,0.438,26.0,0.205,19.0,-0.6,
Tommy Pham,cardinals,36.0,OF,Right,23.0,77.0,68.0,7.0,14.0,3.0,1.0,2.0,12.0,0.0,0.0,7.0,16.0,1.0,25.0,2.0,0.0,1.0,0.0,0.206,0.286,0.368,0.653,83.0,0.285,77.0,-0.4,
Thomas Saggese,cardinals,22.0,IF,Right,18.0,52.0,49.0,5.0,10.0,2.0,0.0,1.0,4.0,0.0,0.0,2.0,14.0,1.0,15.0,0.0,0.0,0.0,0.0,0.204,0.25,0.306,0.556,56.0,0.246,48.0,-0.2,
Luken Baker,cardinals,27.0,DH,Right,21.0,49.0,40.0,3.0,7.0,1.0,1.0,2.0,10.0,1.0,0.0,7.0,11.0,0.0,16.0,1.0,0.0,2.0,0.0,0.175,0.286,0.4,0.686,91.0,0.298,83.0,-0.2,
Ryan Fernandez,cardinals,26.0,P,Right,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Ryan Helsley,cardinals,29.0,P,Right,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,ASCYA-9
John King,cardinals,29.0,P,Left,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Andrew Kittredge,cardinals,34.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Kyle Leahy,cardinals,27.0,P,Both,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
JoJo Romero,cardinals,27.0,P,Left,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Team Totals,cardinals,,,Right,162.0,6114.0,5507.0,672.0,1363.0,257.0,21.0,165.0,639.0,91.0,29.0,478.0,1318.0,56.0,2157.0,91.0,17.0,47.0,10.0,0.248,0.312,0.392,0.703,97.0,0.311,95.0,16.4,
Ben Rortvedt,rays,26.0,C,Left,112.0,328.0,290.0,27.0,66.0,13.0,0.0,3.0,31.0,1.0,0.0,34.0,88.0,4.0,88.0,6.0,0.0,0.0,0.0,0.228,0.317,0.303,0.621,80.0,0.287,83.0,0.9,
Yandy Díaz,rays,32.0,1B,Right,145.0,621.0,563.0,55.0,158.0,31.0,1.0,14.0,65.0,0.0,0.0,50.0,95.0,4.0,233.0,12.0,0.0,4.0,0.0,0.281,0.341,0.414,0.755,116.0,0.336,119.0,1.6,
Brandon Lowe,rays,29.0,2B,Left,107.0,425.0,385.0,56.0,94.0,19.0,3.0,21.0,58.0,5.0,1.0,33.0,112.0,5.0,182.0,7.0,0.0,2.0,2.0,0.244,0.311,0.473,0.783,121.0,0.339,120.0,2.4,
José Caballero,rays,27.0,SS,Right,139.0,483.0,441.0,53.0,100.0,24.0,1.0,9.0,44.0,44.0,16.0,27.0,133.0,9.0,153.0,6.0,3.0,3.0,1.0,0.227,0.283,0.347,0.63,80.0,0.292,83.0,1.6,
Isaac Paredes,rays,25.0,3B,Right,101.0,429.0,363.0,41.0,89.0,19.0,1.0,16.0,55.0,0.0,1.0,52.0,68.0,12.0,158.0,13.0,0.0,2.0,2.0,0.245,0.357,0.435,0.792,127.0,0.349,129.0,2.4,AS
Randy Arozarena,rays,29.0,LF,Right,100.0,409.0,350.0,45.0,74.0,19.0,0.0,15.0,37.0,16.0,7.0,45.0,101.0,11.0,138.0,3.0,0.0,3.0,0.0,0.211,0.318,0.394,0.712,104.0,0.316,104.0,0.7,
Jose Siri,rays,28.0,CF,Right,130.0,448.0,402.0,50.0,75.0,16.0,1.0,18.0,47.0,14.0,7.0,31.0,170.0,7.0,147.0,5.0,2.0,4.0,0.0,0.187,0.255,0.366,0.62,76.0,0.272,73.0,1.8,
Josh Lowe,rays,26.0,RF,Left,106.0,387.0,353.0,37.0,85.0,19.0,2.0,10.0,34.0,25.0,1.0,32.0,123.0,0.0,138.0,2.0,0.0,2.0,4.0,0.241,0.302,0.391,0.693,98.0,0.315,93.0,0.7,
Harold Ramírez,rays,29.0,DH,Right,48.0,169.0,164.0,21.0,44.0,3.0,0.0,1.0,13.0,5.0,2.0,3.0,33.0,1.0,50.0,2.0,0.0,1.0,0.0,0.268,0.284,0.305,0.589,70.0,0.267,69.0,0.1,
